AccountCode,Description,SubTotal,TotalTax,TotalAmount,Date,DueDate,Status,Type,CurrencyCode,InvoiceID
103,Foam Rollers - large,34.75,0.0,34.75,2018-10-29,2018-11-08,PAID,ACCPAY,GBP,c222a6da-0f85-4aa7-a4e1-0abf258cf19a
103,Foam Rollers - large,56.35,0.0,56.35,2018-10-29,2018-11-23,PAID,ACCPAY,GBP,be3a91ad-5a79-4fb2-85b1-53c33ee9fb66
472-5,Milk & Fruit,3.95,0.0,3.95,2018-11-14,2018-11-23,PAID,ACCPAY,GBP,759a2f21-6455-4d1e-bc1a-09bd7bb644e7
401-1,PDQ machine,306.94,0.0,306.94,2018-10-31,2018-11-23,PAID,ACCPAY,GBP,87921176-31a2-4e05-b791-b6dc2f92377e
401-1,PDQ machine,364.29,0.0,364.29,2018-10-31,2018-11-23,PAID,ACCPAY,GBP,c0d1fec4-edb1-4350-9bf0-fa81d1b928f3
108,Injection prescription,8.0,0.0,8.0,2018-11-19,2018-11-23,PAID,ACCPAY,GBP,5afbbf84-c81a-4ff1-8f69-483c0a6d5899
475,Lucy uniform samples ,65.99,0.0,65.99,2018-11-20,2018-11-23,PAID,ACCPAY,GBP,e95635a1-52fa-48ee-803d-5133adcdfefb
461-1,Till rolls for the pdq machines M/W,33.84,0.0,33.84,2018-11-19,2018-11-23,PAID,ACCPAY,GBP,663c70d1-c4f5-444c-bf0c-a396547fa908
400-3,Google adwords,494.69,0.0,494.69,2018-11-20,2018-11-23,PAID,ACCPAY,GBP,55dda0ba-d26d-4b49-b075-751bb9601859
472-5,Milk & Fruit,9.24,0.0,9.24,2018-11-12,2018-11-23,PAID,ACCPAY,GBP,2bf14cc7-8ecc-459c-87a1-547c4f0cd67f
101,Hand towels,47.28,0.0,47.28,2018-11-19,2018-11-23,PAID,ACCPAY,GBP,1d823a97-a368-4f2d-80da-1889ab399361
472-6,Postage ,0.67,0.0,0.67,2018-11-16,2018-11-23,PAID,ACCPAY,GBP,0db22d76-a5ed-4dfa-b420-cec32e17c339
474-8,Shelf supports wootton,1.11,0.0,1.11,2018-11-13,2018-11-23,PAID,ACCPAY,GBP,8044ad94-dce2-4d9d-ae22-895af271daf3
101,Hand soap for dispensers,14.1,0.0,14.1,2018-11-14,2018-11-23,PAID,ACCPAY,GBP,3a290f08-80b4-44bd-9c41-9664406432fa
103,Shoulder pulleys & heat packs,45.95,0.0,45.95,2018-11-12,2018-11-23,PAID,ACCPAY,GBP,13774762-19af-49c5-a867-f9cb99d5cb2b
612,Labels ,2.55,0.0,2.55,2018-10-29,2018-11-05,VOIDED,ACCPAY,GBP,e729add8-a484-4e4a-abd1-7333e470585b
472-5,Milk & Sandwich for Meeting ,3.95,0.0,3.95,2018-11-22,2018-11-23,PAID,ACCPAY,GBP,9dfca0e5-475f-4a60-80a8-ed982b99ad78
011,pods,2299.0,0.0,2299.0,2018-11-06,2018-12-06,PAID,ACCREC,GBP,bd8035b1-459d-4282-85d9-d31987fcc038
005,cons,1730.5,0.0,1730.5,2018-11-06,2018-12-06,PAID,ACCREC,GBP,c4458c78-e332-4011-b037-f32e93a8176a
408-2,Laundry,175.56,0.0,175.56,2018-11-20,2018-11-23,PAID,ACCPAY,GBP,e78939ee-474f-460c-95ff-b4529afcffc5
474-4,Repairs at moulton,158.36,0.0,158.36,2018-11-04,2018-11-08,PAID,ACCPAY,GBP,af10d1d5-6482-47cd-b108-215a2291d00f
111,Pilates Classes,24.0,0.0,24.0,2018-11-07,2018-12-07,PAID,ACCREC,GBP,841922e0-e707-4893-a7d5-b861ecff2a8c
463,INVOICE 955175,3.76,0.0,3.76,2018-11-24,2018-12-24,PAID,ACCPAY,GBP,234fb865-5626-4de0-9e92-2456826beb1e
005,cons,2359.0,0.0,2359.0,2018-11-07,2018-12-07,PAID,ACCREC,GBP,925dd819-1091-4aaf-9afc-043a278aa0de
463,Added Memory to Google drives ,1.59,0.0,1.59,2018-11-24,2018-12-24,PAID,ACCPAY,GBP,3e8e3c88-fd9b-4a17-86c8-1bfab05f42d7
015,Insoles ,63.0,0.0,63.0,2018-09-30,2018-11-27,PAID,ACCPAY,GBP,7e21366c-6b9d-4712-ad52-3e735186ba39
015,Insoles ,96.0,0.0,96.0,2018-08-31,2018-11-27,PAID,ACCPAY,GBP,a29002e8-ae69-49d2-b488-a6b025639409
015,Insoles ,216.0,0.0,216.0,2018-07-31,2018-11-27,PAID,ACCPAY,GBP,28f80371-cc6f-4b45-9a73-aac910bbc82f
004,self,1890.0,0.0,1890.0,2018-11-07,2018-12-07,PAID,ACCREC,GBP,b9583db5-7510-4aa6-99f6-802ec4bd8d27
408-5,Moulton Bins,118.8,0.0,118.8,2018-10-31,2018-11-15,PAID,ACCPAY,GBP,c92b59af-91ea-4921-8983-f6997cf5be86
465,Wootton Rates,370.0,0.0,370.0,2018-11-01,2018-12-01,PAID,ACCPAY,GBP,44643dc5-94cc-4c69-a63c-24dd426a3ccb
408-7,Wootton Feminine Hygiene collection,9.0,0.0,9.0,2018-10-31,2018-11-23,PAID,ACCPAY,GBP,ce2ef545-f59f-4c39-a69b-0a571487a30c
005,cons,1748.0,0.0,1748.0,2018-11-08,2018-12-08,PAID,ACCREC,GBP,04f4b5c7-b0b3-45ae-84fd-16a6d78e37f8
111,Pilates Classes,12.0,0.0,12.0,2018-11-08,2018-12-08,PAID,ACCREC,GBP,574143a6-36f6-45e1-9e81-1e0ee3670e73
005,cons,515.0,0.0,515.0,2018-11-09,2018-12-09,PAID,ACCREC,GBP,da5b697d-fbfc-41b1-83e3-124530dd581a
005,cons,962.0,0.0,962.0,2018-11-08,2018-12-08,PAID,ACCREC,GBP,f2c67103-9a3b-4a42-881e-f1c6777e676f
472-6,Stamps,24.92,0.0,24.92,2018-11-19,2018-11-28,PAID,ACCPAY,GBP,cc68757f-d18b-4a20-8e8c-57af6d4153f1
401-2,Professional charges ,780.0,0.0,780.0,2018-10-02,2018-11-28,PAID,ACCPAY,GBP,f2befdd5-786b-42cc-9798-d6c6ab181a49
005,cons,1536.5,0.0,1536.5,2018-11-09,2018-12-09,PAID,ACCREC,GBP,a64fdbe7-034e-4814-9bb5-252f44a74ba9
004,self,586.0,0.0,586.0,2018-11-10,2018-12-10,PAID,ACCREC,GBP,9efb93d2-1ea4-4f6e-b191-cea251400ca1
008,vouchers ,1150.0,0.0,1150.0,2018-11-12,2018-12-12,PAID,ACCREC,GBP,b075119d-907a-4fcb-9716-320063d1e23a
433-10,Insurance through Leighton consultants Wootton,24.07,0.0,24.07,2018-11-28,2018-12-28,PAID,ACCPAY,GBP,96546dee-1176-487e-9915-d8ae53d9cbe7
408-6,Tudor court service charge,88.24,0.0,88.24,2018-11-28,2018-12-28,PAID,ACCPAY,GBP,6a063300-47af-463f-8708-52b2fd3ed55c
011,pods,1771.0,0.0,1771.0,2018-11-12,2018-12-12,PAID,ACCREC,GBP,af8ae06d-d900-494a-b9aa-d00b7c4be8c3
474-4,Repair to radiator Wootton,99.74,0.0,99.74,2018-11-28,2018-11-29,PAID,ACCPAY,GBP,c01e9e93-51f4-411a-b0e6-02137f888ce6
489-1,Answer service ,363.84,0.0,363.84,2018-11-01,2018-11-08,PAID,ACCPAY,GBP,77d3ecf8-6450-4ea5-a5d7-769c3ee72416
004,self,1868.0,0.0,1868.0,2018-11-13,2018-12-13,PAID,ACCREC,GBP,5974e9a8-2901-497b-9346-2cc2346615dc
401,Accounting Fees,24.0,0.0,24.0,2018-12-01,2019-01-30,PAID,ACCPAY,GBP,ac369fe8-afa1-4af9-ada3-77d8c34e42c7
111,Pilates class,24.0,0.0,24.0,2018-11-14,2018-12-14,PAID,ACCREC,GBP,b7abe6fb-f145-4ce4-b104-1f4540fc9a87
004,self,2000.5,0.0,2000.5,2018-11-13,2018-12-13,PAID,ACCREC,GBP,b38913c5-3b27-4e6a-b1c4-e872c3f3847d
111,Pilates classes,24.0,0.0,24.0,2018-11-13,2018-12-13,PAID,ACCREC,GBP,a470f021-7f1a-4468-8e10-ea2515bf6b32
485,Richard CSP Membership,29.73,0.0,29.73,2018-11-01,2018-12-01,PAID,ACCPAY,GBP,1c74af0f-58b9-4aeb-9947-edb4a7d863cd
103,Deep Heat pataches ,13.0,0.0,13.0,2018-11-29,2018-11-29,PAID,ACCPAY,GBP,9492833e-9c40-4a9a-be41-30db9468630f
463,Practice pal Fees,718.16,0.0,718.16,2018-11-20,2018-11-23,PAID,ACCPAY,GBP,8ea44c7f-c92c-404a-a78d-5c483597cc29
445,Gas Moulton,116.38,0.0,116.38,2018-11-17,2018-11-23,PAID,ACCPAY,GBP,15412221-f911-41db-a2d7-6b8af299d143
103,Deep Heat pataches ,9.6,0.0,9.6,2018-11-29,2018-11-29,PAID,ACCPAY,GBP,3ff1ad5b-54c5-47c1-b7dc-2b8475d1d433
005,cons,1929.5,0.0,1929.5,2018-11-14,2018-12-14,PAID,ACCREC,GBP,fc0fa8bf-544d-41a2-baea-5f21d9f7b104
005,cons,1634.0,0.0,1634.0,2018-11-14,2018-12-14,PAID,ACCREC,GBP,67f16196-b010-42d3-bf01-9128747453b9
463,Website hosting inv 181248,14.0,0.0,14.0,2018-11-30,2018-12-30,PAID,ACCPAY,GBP,f66494be-3f82-42d0-beba-8413a4410da9
463,Physiotec ,79.0,0.0,79.0,2018-10-03,2018-11-01,PAID,ACCPAY,GBP,32f66d1d-07fe-4302-8fc4-d160f8c4f321
463,Physiotec ,79.0,0.0,79.0,2018-11-03,2018-12-01,PAID,ACCPAY,GBP,6b01526e-c591-4d70-b4f7-f1d1554df880
463,Physiotec ,79.0,0.0,79.0,2018-12-03,2019-01-01,PAID,ACCPAY,GBP,7cbecb66-bd11-4571-8399-1948c0e5604f
485,Sam Physiofirst membership,18.16,0.0,18.16,2018-12-01,2019-01-01,PAID,ACCPAY,GBP,958f0e22-1a67-4c87-9e8d-514080e3bd7e
463,Dropbox annual fee,6.58,0.0,6.58,2018-11-30,2018-12-30,PAID,ACCPAY,GBP,d3ca03c2-5e17-49a5-b70b-ad6d39dc5c80
472-3,Magazines subscription Moulton,17.99,0.0,17.99,2018-12-01,2019-01-01,PAID,ACCPAY,GBP,327824f6-2fa1-4fbb-a618-cf42c5001f4d
433-1,Business Personal Insurance,78.99,0.0,78.99,2018-12-03,2019-01-10,PAID,ACCPAY,GBP,9008185d-3717-41ea-bfba-a9f204ab5367
433-5,Richard Business insurance,7.08,0.0,7.08,2018-12-01,2019-01-01,PAID,ACCPAY,GBP,8715b8af-5f76-4750-816b-dd7d378e7563
002,pmi,697.0,0.0,697.0,2018-11-15,2018-12-15,PAID,ACCREC,GBP,4039639b-16a6-4b9b-bad4-11be40269fe8
433-5,Business Personal Insurance,15.35,0.0,15.35,2018-12-01,2019-01-01,PAID,ACCPAY,GBP,f0bd3047-3bbd-40f8-a712-cff6cc10c650
433-1,Business personal insurance ,85.99,0.0,85.99,2018-12-04,2019-01-04,PAID,ACCPAY,GBP,3b5b4b49-d62e-4e33-98dd-713691414f95
014,occ,1243.0,0.0,1243.0,2018-11-15,2018-12-15,PAID,ACCREC,GBP,63748563-df62-43c7-aed8-54d0ac3bf71b
111,Pilates classes,12.0,0.0,12.0,2018-11-15,2018-12-15,PAID,ACCREC,GBP,884473eb-387c-4ee3-8668-cb90095ba3b4
482,Pensions company ,450.0,0.0,450.0,2018-11-20,2018-11-23,VOIDED,ACCPAY,GBP,c5402ee7-879e-4fde-9b50-1dedc023a6f9
463,Domain Renewal,10.5,0.0,10.5,2018-12-06,2019-01-06,PAID,ACCPAY,GBP,f83a67aa-8108-4363-85b2-892cc131855b
002,pmi,2145.5,0.0,2145.5,2018-11-16,2018-12-16,PAID,ACCREC,GBP,2bbc58ad-e35a-4592-99a9-5f275dfd527f
005,cons,1186.5,0.0,1186.5,2018-11-16,2018-12-16,PAID,ACCREC,GBP,cadec137-73f2-401b-beda-db5d4ca8bc70
002,pmi,1091.0,0.0,1091.0,2018-11-17,2018-12-17,PAID,ACCREC,GBP,b394c1ef-445f-48b0-8eed-052788b2a9e7
005,cons,482.0,0.0,482.0,2018-11-17,2018-12-17,PAID,ACCREC,GBP,96d758e1-7352-4913-b50c-9c6aa3112984
005,cons,1115.5,0.0,1115.5,2018-11-19,2018-12-19,PAID,ACCREC,GBP,8bbfb256-6298-4a9b-b230-530000eb8500
472-6,Stamps,8.04,0.0,8.04,2018-11-28,2018-12-06,PAID,ACCPAY,GBP,cbce084f-9b05-43b7-a190-0302476d8365
472-6,Postage,4.45,0.0,4.45,2018-12-03,2018-12-06,PAID,ACCPAY,GBP,f74e299f-da14-4ffc-886c-955a76202c6f
112,Plastic bottle ,25.6,0.0,25.6,2018-12-03,2018-12-06,PAID,ACCPAY,GBP,f12dc679-6631-43d5-a40e-fe23e7ae03e0
008,vouchers,1792.0,0.0,1792.0,2018-11-19,2018-12-19,PAID,ACCREC,GBP,14a7ed1c-1bf7-4fd2-8810-d1b523ddbefe
408-1,Cleaning,300.0,0.0,300.0,2018-12-03,2018-12-06,PAID,ACCPAY,GBP,807afc77-2a03-478f-ab41-2b166bb89993
445,Final eon gas bill Moulton,50.03,0.0,50.03,2018-10-28,2018-12-06,PAID,ACCPAY,GBP,c4f3af8b-a17b-4ddd-a413-161f7d6e05a6
420,Xmas decorations,6.47,0.0,6.47,2018-11-26,2018-12-06,PAID,ACCPAY,GBP,3a25e6d8-30c4-4f03-a3e0-d03b006d75d0
420,Xmas decorations,26.3,0.0,26.3,2018-11-26,2018-12-06,PAID,ACCPAY,GBP,1f54fd60-6653-4b6c-9d5e-2435c3a7d720
461-1,Staples & Labels,12.0,0.0,12.0,2018-11-29,2018-12-06,PAID,ACCPAY,GBP,d7dc0d12-85ed-466e-b0e9-9bb9a5cd2f24
472-5,Milk ,1.52,0.0,1.52,2018-12-06,2018-12-06,PAID,ACCPAY,GBP,ba4a2bef-e4c4-4867-8d4c-1fbc9f9874b5
420,Xmas decs,14.98,0.0,14.98,2018-11-26,2018-12-06,PAID,ACCPAY,GBP,0025b5e3-c7f9-4e86-a716-db0d0111bf36
424,Meeting lunch,9.5,0.0,9.5,2018-11-29,2018-12-06,PAID,ACCPAY,GBP,5e02fd40-0ca9-45cf-94a0-f8f28fa4b9e0
103,Resistance band,149.76,0.0,149.76,2018-11-28,2018-12-06,PAID,ACCPAY,GBP,181a4763-274f-4e2b-b441-92796ac13790
420,Staff ice skating,101.8,0.0,101.8,2018-11-30,2018-12-06,PAID,ACCPAY,GBP,41056676-4802-4661-bd41-3cb2591953d3
150,Katie pay Nov 18,692.5,0.0,692.5,2018-11-30,2018-12-06,PAID,ACCPAY,GBP,2504db4f-eaa6-4f36-b781-42b3eced8d39
150,Andrew pay Nov 18,158.0,0.0,158.0,2018-11-30,2018-12-06,PAID,ACCPAY,GBP,1434b3cd-a9f1-4d66-9249-c7789b9a4a54
112,Stepping stones,48.94,0.0,48.94,2018-12-03,2018-12-06,PAID,ACCPAY,GBP,78e714c0-23cb-4813-86e7-3308afa0fbfd
408-4,Oct & Nov,48.0,0.0,48.0,2018-12-05,2018-12-06,PAID,ACCPAY,GBP,776019df-b9df-4143-a42d-927f254b5f5c
401,accountant fees,892.8,0.0,892.8,2018-12-01,2019-01-01,PAID,ACCPAY,GBP,f41dd6a1-bbf8-4b44-b9e4-60ad47867533
902,Natwest Mortgage,1131.93,0.0,1131.93,2018-12-01,2019-01-01,PAID,ACCPAY,GBP,ad6fb7f1-399b-4670-82fb-a9dc45d14180
901,Natwest Loan,354.9,0.0,354.9,2018-12-01,2019-01-01,PAID,ACCPAY,GBP,2d2e6e44-b799-414c-82ac-57b43115f125
004,self,2235.0,0.0,2235.0,2018-11-20,2018-12-20,PAID,ACCREC,GBP,c61e45dd-bf39-4ece-bb2b-3572dfd9fa85
111,Pilates Classes,36.0,0.0,36.0,2018-11-20,2018-12-20,PAID,ACCREC,GBP,3f462dc1-fe5f-4a39-a81f-accc6621c5a2
465,Business rates,431.0,0.0,431.0,2018-12-08,2019-01-06,PAID,ACCPAY,GBP,593b2108-6492-4ed2-9d08-549ba18e4b8c
463,Gmail emails,120.89,0.0,120.89,2018-12-02,2018-12-03,PAID,ACCPAY,GBP,e220b679-de47-4f5c-9c8a-676edb256bd8
004,self,1517.0,0.0,1517.0,2018-11-20,2018-12-20,PAID,ACCREC,GBP,453406ba-0606-48d3-b82a-fff452a5abe9
004,self,1800.0,0.0,1800.0,2018-11-21,2018-12-21,PAID,ACCREC,GBP,a85c2af0-9f29-4d82-b734-84ec16a0a2e9
463,Domain renewal Invoice 0180616,4.5,0.0,4.5,2018-12-10,2019-01-10,PAID,ACCPAY,GBP,770c6c3d-3552-47db-9b41-fb936048ba06
472-5,Milk,1.52,0.0,1.52,2018-11-06,2018-12-11,VOIDED,ACCPAY,GBP,bd30e7c9-56eb-43d3-9d33-921bdd9b5109
472-6,Postage,4.45,0.0,4.45,2018-12-07,2019-01-06,PAID,ACCPAY,GBP,4ebed4cc-797e-49b6-92f0-cadd0b2caa45
419,Gift,30.0,0.0,30.0,2018-12-04,2018-12-11,PAID,ACCPAY,GBP,f95d5b51-55db-46f5-a21c-dc662bb74236
002,pmi,1177.0,0.0,1177.0,2018-11-22,2018-12-22,PAID,ACCREC,GBP,eb7bddd5-0bed-46ef-98cf-0aac08f5e774
004,self,1686.5,0.0,1686.5,2018-11-21,2018-12-21,PAID,ACCREC,GBP,af47ec00-e21b-45f1-abd0-89c151dbb0f8
111,Pilates Classes,48.0,0.0,48.0,2018-11-21,2018-12-21,PAID,ACCREC,GBP,db47ceb5-112e-49ba-b464-c37962ff7b03
004,self,1772.0,0.0,1772.0,2018-11-22,2018-12-22,PAID,ACCREC,GBP,994eda8a-4d6f-41ad-ae02-a0ec6fd584cf
413-5,xmas lights ,7.0,0.0,7.0,2018-12-07,2018-12-11,PAID,ACCPAY,GBP,7cd57235-4dc1-43b8-bb34-f13f86d261c4
004,self,1703.0,0.0,1703.0,2018-11-23,2018-12-23,PAID,ACCREC,GBP,aa2c6a5e-767a-4b83-a2a4-6a66b0108e49
101,Oil for Baby service,21.98,0.0,21.98,2018-12-03,2018-12-11,PAID,ACCPAY,GBP,91efa136-7a40-4743-8e7d-ab11f2ecd486
109,Room hire Moulton pilates,240.0,0.0,240.0,2018-11-06,2018-11-08,PAID,ACCPAY,GBP,1f559322-7d38-4092-a3a3-37c362aee7a8
109,Pilates room hire1,345.0,0.0,345.0,2018-12-06,2018-12-06,PAID,ACCPAY,GBP,25a017ec-ba44-49ba-a409-c325bdff493d
400-3,Adwords,497.17,0.0,497.17,2018-12-06,2018-12-06,PAID,ACCPAY,GBP,bc9817b3-2c89-440b-9513-6dbb254a3c9e
004,self,2313.0,0.0,2313.0,2018-11-23,2018-12-23,PAID,ACCREC,GBP,65fda175-d863-44db-a095-7b4609b1f939
004,self,813.0,0.0,813.0,2018-11-24,2018-12-24,PAID,ACCREC,GBP,ca7803d0-40eb-4150-94e8-350db42fee8a
004,self,347.0,0.0,347.0,2018-11-24,2018-12-24,PAID,ACCREC,GBP,cf778893-d3d7-4016-b2b8-b6d4cdaaa21c
413-2,Privacy Screen for Pelvic floor service ,56.95,0.0,56.95,2018-12-10,2018-12-11,PAID,ACCPAY,GBP,ed0edffd-ef93-4297-b2a4-43ce84c2e6d7
413-2,Pelvic floor cupboard,41.9,0.0,41.9,2018-12-10,2018-12-11,PAID,ACCPAY,GBP,864e01c8-2d75-44fa-b34b-d6c403db9897
413-4,Towels for pelvic floor service ,45.36,0.0,45.36,2018-12-11,2018-12-11,PAID,ACCPAY,GBP,373fe43f-e984-4d13-9c9f-bef44d28e95f
004,self,1670.5,0.0,1670.5,2018-11-26,2018-12-26,PAID,ACCREC,GBP,ba3a9776-e1fb-4764-bc65-8eda45b408d1
433-6,Proffessional Liability insurance,290.29,0.0,290.29,2018-12-13,2019-01-13,PAID,ACCPAY,GBP,4daa749a-e80e-4aec-8404-6e4f1c0b76bf
101,Disposable Gloves,15.47,0.0,15.47,2018-12-10,2018-12-11,PAID,ACCPAY,GBP,5e9db656-8bc8-4ece-9d1c-50cb27a2cbe5
101,Disposable Bed pads ,21.99,0.0,21.99,2018-12-10,2018-12-11,PAID,ACCPAY,GBP,972182bc-a93e-4220-9962-06b95e5fef79
004,self,1871.0,0.0,1871.0,2018-11-26,2018-12-26,PAID,ACCREC,GBP,be5c88b3-aab7-4b44-b57e-f35b9587205c
472-7,Water coolers,80.53,0.0,80.53,2018-11-26,2018-12-06,PAID,ACCPAY,GBP,10f37c81-303f-439e-aafd-bfe59c5f65e9
445,Wootton Elec,92.28,0.0,92.28,2018-11-14,2018-12-13,PAID,ACCPAY,GBP,79e67223-9589-4103-b869-8e75a6afd491
419,Staff gifts,85.0,0.0,85.0,2018-12-04,2018-12-13,PAID,ACCPAY,GBP,800cebaa-ae24-45f3-9391-6692a951dd88
408-2,Laundry,171.3,0.0,171.3,2018-12-11,2018-12-13,PAID,ACCPAY,GBP,c3f55fc0-f56c-492d-ad28-5827e51e0382
413-2,Do not disturb ,17.92,0.0,17.92,2018-12-11,2018-12-13,PAID,ACCPAY,GBP,f65e86ec-463c-46b6-b8b1-b123ed85d8a1
413-2,Gauge ruler for pelvic ,4.88,0.0,4.88,2018-12-12,2018-12-13,PAID,ACCPAY,GBP,13fef876-bcb5-4284-a8a4-76b09cc5d132
400,Christmas cards,67.2,0.0,67.2,2018-12-10,2018-12-13,PAID,ACCPAY,GBP,33b85618-a7f7-49b8-882a-2eb713a22673
103,Pelvic floor exercise indicator,54.45,0.0,54.45,2018-12-11,2018-12-13,PAID,ACCPAY,GBP,b06d6cc9-b4a9-4f43-8b61-b958f5672813
413-2,Lubricant for pelvic floor service,49.96,0.0,49.96,2018-12-13,2018-12-13,PAID,ACCPAY,GBP,0ba3695f-d2a4-44d5-849a-86e3dd5fee0d
008,Voucher ,1960.0,0.0,1960.0,2018-11-27,2018-12-27,PAID,ACCREC,GBP,67f02ee2-6da9-429b-9de8-41bbbf23e39b
463,Adobe for reception pc Wootton,15.17,0.0,15.17,2018-12-14,2019-01-14,PAID,ACCPAY,GBP,ffca41df-918c-459a-8a2f-2b6df6711592
489,Telephones & Internet,301.46,0.0,301.46,2018-11-02,2018-11-14,PAID,ACCPAY,GBP,c9955894-cb7d-4258-9817-774c3da1aa8b
013,Injections,2105.0,0.0,2105.0,2018-11-27,2018-12-27,PAID,ACCREC,GBP,c4e02a20-bf94-4aee-b6c1-4acf16171923
