Type,ContactName,Date,RemainingCredit,AllocationAmount,AllocationDate,AllocationInvoiceNumber,Status,LineAmountTypes,Description,AccountCode,Subtotal,TotalTax,Total,PrepaymentID
SPEND-PREPAYMENT,PCS Business Systems Ltd,2018-06-20,0.0,3.76,2019-03-20,Invoice 966552,PAID,NoTax,Invoice 966552,620,45.12,0.0,45.12,118fe4e5-3c2e-4fdb-9f76-a7d28fb3c00f
SPEND-PREPAYMENT,PCS Business Systems Ltd,2018-06-20,0.0,3.76,2019-04-20,Invoice 966552,PAID,NoTax,Invoice 966552,620,45.12,0.0,45.12,118fe4e5-3c2e-4fdb-9f76-a7d28fb3c00f
SPEND-PREPAYMENT,PCS Business Systems Ltd,2018-06-20,0.0,3.76,2019-05-20,Invoice 966552,PAID,NoTax,Invoice 966552,620,45.12,0.0,45.12,118fe4e5-3c2e-4fdb-9f76-a7d28fb3c00f
SPEND-PREPAYMENT,Leighton Consultants,2019-03-29,0.0,1100.0,2019-04-15,Rent,PAID,NoTax,Rent wootton,620,3300.0,0.0,3300.0,5865e96c-5948-4835-b375-7c101a753a9d
SPEND-PREPAYMENT,Leighton Consultants,2019-03-29,0.0,1100.0,2019-05-15,Rent,PAID,NoTax,Rent wootton,620,3300.0,0.0,3300.0,5865e96c-5948-4835-b375-7c101a753a9d
SPEND-PREPAYMENT,Leighton Consultants,2019-03-29,0.0,1100.0,2019-06-15,Rent,PAID,NoTax,Rent wootton,620,3300.0,0.0,3300.0,5865e96c-5948-4835-b375-7c101a753a9d
SPEND-PREPAYMENT,Dropbox,2018-07-04,0.0,6.58,2018-07-30,Dropbox annual fee,PAID,Inclusive,Dropbox fees,620,79.0,0.0,79.0,fcc5c04e-3e1f-43d0-9785-2f644a94b944
SPEND-PREPAYMENT,Dropbox,2018-07-04,0.0,6.58,2018-08-31,Dropbox annual fee,PAID,Inclusive,Dropbox fees,620,79.0,0.0,79.0,fcc5c04e-3e1f-43d0-9785-2f644a94b944
SPEND-PREPAYMENT,Dropbox,2018-07-04,0.0,6.58,2018-09-30,Dropbox annual fee,PAID,Inclusive,Dropbox fees,620,79.0,0.0,79.0,fcc5c04e-3e1f-43d0-9785-2f644a94b944
SPEND-PREPAYMENT,Dropbox,2018-07-04,0.0,6.58,2018-10-30,Dropbox annual fee,PAID,Inclusive,Dropbox fees,620,79.0,0.0,79.0,fcc5c04e-3e1f-43d0-9785-2f644a94b944
SPEND-PREPAYMENT,Dropbox,2018-07-04,0.0,6.58,2018-11-30,Dropbox annual fee,PAID,Inclusive,Dropbox fees,620,79.0,0.0,79.0,fcc5c04e-3e1f-43d0-9785-2f644a94b944
SPEND-PREPAYMENT,Dropbox,2018-07-04,0.0,6.58,2018-12-30,Dropbox annual fee,PAID,Inclusive,Dropbox fees,620,79.0,0.0,79.0,fcc5c04e-3e1f-43d0-9785-2f644a94b944
SPEND-PREPAYMENT,Dropbox,2018-07-04,0.0,6.58,2019-01-30,Dropbox annual fee,PAID,Inclusive,Dropbox fees,620,79.0,0.0,79.0,fcc5c04e-3e1f-43d0-9785-2f644a94b944
SPEND-PREPAYMENT,Dropbox,2018-07-04,0.0,6.58,2019-02-28,Dropbox annual fee,PAID,Inclusive,Dropbox fees,620,79.0,0.0,79.0,fcc5c04e-3e1f-43d0-9785-2f644a94b944
SPEND-PREPAYMENT,Dropbox,2018-07-04,0.0,6.58,2019-03-30,Dropbox annual fee,PAID,Inclusive,Dropbox fees,620,79.0,0.0,79.0,fcc5c04e-3e1f-43d0-9785-2f644a94b944
SPEND-PREPAYMENT,Dropbox,2018-07-04,0.0,6.58,2019-04-30,Dropbox annual fee,PAID,Inclusive,Dropbox fees,620,79.0,0.0,79.0,fcc5c04e-3e1f-43d0-9785-2f644a94b944
SPEND-PREPAYMENT,Dropbox,2018-07-04,0.0,6.58,2019-05-30,Dropbox annual fee,PAID,Inclusive,Dropbox fees,620,79.0,0.0,79.0,fcc5c04e-3e1f-43d0-9785-2f644a94b944
SPEND-PREPAYMENT,Dropbox,2018-07-04,0.0,6.62,2019-06-30,Dropbox annual fee,PAID,Inclusive,Dropbox fees,620,79.0,0.0,79.0,fcc5c04e-3e1f-43d0-9785-2f644a94b944
SPEND-PREPAYMENT,AACP,2018-08-20,0.0,6.93,2018-08-20,AACP Membership Richard,PAID,Inclusive,Richard AACP membership,620,82.5,0.0,82.5,08764cbb-cabe-4398-8228-b28b26e88f69
SPEND-PREPAYMENT,AACP,2018-08-20,0.0,6.87,2018-09-20,AACP Membership Richard,PAID,Inclusive,Richard AACP membership,620,82.5,0.0,82.5,08764cbb-cabe-4398-8228-b28b26e88f69
SPEND-PREPAYMENT,AACP,2018-08-20,0.0,6.87,2018-10-20,AACP Membership Richard,PAID,Inclusive,Richard AACP membership,620,82.5,0.0,82.5,08764cbb-cabe-4398-8228-b28b26e88f69
SPEND-PREPAYMENT,AACP,2018-08-20,0.0,6.87,2018-11-20,AACP Membership Richard,PAID,Inclusive,Richard AACP membership,620,82.5,0.0,82.5,08764cbb-cabe-4398-8228-b28b26e88f69
SPEND-PREPAYMENT,AACP,2018-08-20,0.0,6.87,2018-12-20,AACP Membership Richard,PAID,Inclusive,Richard AACP membership,620,82.5,0.0,82.5,08764cbb-cabe-4398-8228-b28b26e88f69
SPEND-PREPAYMENT,AACP,2018-08-20,0.0,6.87,2019-01-20,AACP Membership Richard,PAID,Inclusive,Richard AACP membership,620,82.5,0.0,82.5,08764cbb-cabe-4398-8228-b28b26e88f69
SPEND-PREPAYMENT,AACP,2018-08-20,0.0,6.87,2019-02-20,AACP Membership Richard,PAID,Inclusive,Richard AACP membership,620,82.5,0.0,82.5,08764cbb-cabe-4398-8228-b28b26e88f69
SPEND-PREPAYMENT,AACP,2018-08-20,0.0,6.87,2019-03-20,AACP Membership Richard,PAID,Inclusive,Richard AACP membership,620,82.5,0.0,82.5,08764cbb-cabe-4398-8228-b28b26e88f69
SPEND-PREPAYMENT,AACP,2018-08-20,0.0,6.87,2019-04-20,AACP Membership Richard,PAID,Inclusive,Richard AACP membership,620,82.5,0.0,82.5,08764cbb-cabe-4398-8228-b28b26e88f69
SPEND-PREPAYMENT,AACP,2018-08-20,0.0,6.87,2019-05-20,AACP Membership Richard,PAID,Inclusive,Richard AACP membership,620,82.5,0.0,82.5,08764cbb-cabe-4398-8228-b28b26e88f69
SPEND-PREPAYMENT,AACP,2018-08-20,0.0,6.87,2019-06-20,AACP Membership Richard,PAID,Inclusive,Richard AACP membership,620,82.5,0.0,82.5,08764cbb-cabe-4398-8228-b28b26e88f69
SPEND-PREPAYMENT,AACP,2018-08-20,0.0,6.87,2019-07-20,AACP Membership Richard,PAID,Inclusive,Richard AACP membership,620,82.5,0.0,82.5,08764cbb-cabe-4398-8228-b28b26e88f69
SPEND-PREPAYMENT,AXA Insurance,2018-08-30,0.0,24.07,2018-08-30,Insurance through Leighton consultants Wootton,PAID,NoTax,AXA Insurance - Leighton Consultants,620,288.86,0.0,288.86,457c7919-c64d-4bb9-affa-1aae08824e93
SPEND-PREPAYMENT,AXA Insurance,2018-08-30,0.0,24.07,2018-09-28,Insurance through Leighton consultants Wootton,PAID,NoTax,AXA Insurance - Leighton Consultants,620,288.86,0.0,288.86,457c7919-c64d-4bb9-affa-1aae08824e93
SPEND-PREPAYMENT,AXA Insurance,2018-08-30,0.0,24.07,2018-10-28,Insurance through Leighton consultants Wootton,PAID,NoTax,AXA Insurance - Leighton Consultants,620,288.86,0.0,288.86,457c7919-c64d-4bb9-affa-1aae08824e93
SPEND-PREPAYMENT,AXA Insurance,2018-08-30,0.0,24.07,2018-11-28,Insurance through Leighton consultants Wootton,PAID,NoTax,AXA Insurance - Leighton Consultants,620,288.86,0.0,288.86,457c7919-c64d-4bb9-affa-1aae08824e93
SPEND-PREPAYMENT,AXA Insurance,2018-08-30,0.0,24.07,2018-12-28,Insurance through Leighton consultants Wootton,PAID,NoTax,AXA Insurance - Leighton Consultants,620,288.86,0.0,288.86,457c7919-c64d-4bb9-affa-1aae08824e93
SPEND-PREPAYMENT,AXA Insurance,2018-08-30,0.0,24.07,2019-01-28,Insurance through Leighton consultants Wootton,PAID,NoTax,AXA Insurance - Leighton Consultants,620,288.86,0.0,288.86,457c7919-c64d-4bb9-affa-1aae08824e93
SPEND-PREPAYMENT,AXA Insurance,2018-08-30,0.0,24.07,2019-02-28,Insurance through Leighton consultants Wootton,PAID,NoTax,AXA Insurance - Leighton Consultants,620,288.86,0.0,288.86,457c7919-c64d-4bb9-affa-1aae08824e93
SPEND-PREPAYMENT,AXA Insurance,2018-08-30,0.0,24.07,2019-03-28,Insurance through Leighton consultants Wootton,PAID,NoTax,AXA Insurance - Leighton Consultants,620,288.86,0.0,288.86,457c7919-c64d-4bb9-affa-1aae08824e93
SPEND-PREPAYMENT,AXA Insurance,2018-08-30,0.0,24.07,2019-04-28,Insurance through Leighton consultants Wootton,PAID,NoTax,AXA Insurance - Leighton Consultants,620,288.86,0.0,288.86,457c7919-c64d-4bb9-affa-1aae08824e93
SPEND-PREPAYMENT,AXA Insurance,2018-08-30,0.0,24.07,2019-05-28,Insurance through Leighton consultants Wootton,PAID,NoTax,AXA Insurance - Leighton Consultants,620,288.86,0.0,288.86,457c7919-c64d-4bb9-affa-1aae08824e93
SPEND-PREPAYMENT,AXA Insurance,2018-08-30,0.0,24.07,2019-06-28,Insurance through Leighton consultants Wootton,PAID,NoTax,AXA Insurance - Leighton Consultants,620,288.86,0.0,288.86,457c7919-c64d-4bb9-affa-1aae08824e93
SPEND-PREPAYMENT,AXA Insurance,2018-08-30,0.0,24.09,2019-07-28,Insurance through Leighton consultants Wootton,PAID,NoTax,AXA Insurance - Leighton Consultants,620,288.86,0.0,288.86,457c7919-c64d-4bb9-affa-1aae08824e93
SPEND-PREPAYMENT,Studio 1,2018-08-30,0.0,14.0,2018-08-30,Inv 0181248,PAID,Inclusive,Website hosting,620,168.0,0.0,168.0,40b12d6d-6c88-43b9-9571-b5a717266a27
SPEND-PREPAYMENT,Studio 1,2018-08-30,0.0,14.0,2018-09-30,Inv 0181248,PAID,Inclusive,Website hosting,620,168.0,0.0,168.0,40b12d6d-6c88-43b9-9571-b5a717266a27
SPEND-PREPAYMENT,Studio 1,2018-08-30,0.0,14.0,2018-10-30,Inv 0181248,PAID,Inclusive,Website hosting,620,168.0,0.0,168.0,40b12d6d-6c88-43b9-9571-b5a717266a27
SPEND-PREPAYMENT,Studio 1,2018-08-30,0.0,14.0,2018-11-30,Inv 0181248,PAID,Inclusive,Website hosting,620,168.0,0.0,168.0,40b12d6d-6c88-43b9-9571-b5a717266a27
SPEND-PREPAYMENT,Studio 1,2018-08-30,0.0,14.0,2018-12-30,Inv 0181248,PAID,Inclusive,Website hosting,620,168.0,0.0,168.0,40b12d6d-6c88-43b9-9571-b5a717266a27
SPEND-PREPAYMENT,Studio 1,2018-08-30,0.0,14.0,2019-01-30,Inv 0181248,PAID,Inclusive,Website hosting,620,168.0,0.0,168.0,40b12d6d-6c88-43b9-9571-b5a717266a27
SPEND-PREPAYMENT,Studio 1,2018-08-30,0.0,14.0,2019-02-28,Inv 0181248,PAID,Inclusive,Website hosting,620,168.0,0.0,168.0,40b12d6d-6c88-43b9-9571-b5a717266a27
SPEND-PREPAYMENT,Studio 1,2018-08-30,0.0,14.0,2019-03-30,Inv 0181248,PAID,Inclusive,Website hosting,620,168.0,0.0,168.0,40b12d6d-6c88-43b9-9571-b5a717266a27
SPEND-PREPAYMENT,Studio 1,2018-08-30,0.0,14.0,2019-04-30,Inv 0181248,PAID,Inclusive,Website hosting,620,168.0,0.0,168.0,40b12d6d-6c88-43b9-9571-b5a717266a27
SPEND-PREPAYMENT,Studio 1,2018-08-30,0.0,14.0,2019-05-30,Inv 0181248,PAID,Inclusive,Website hosting,620,168.0,0.0,168.0,40b12d6d-6c88-43b9-9571-b5a717266a27
SPEND-PREPAYMENT,Studio 1,2018-08-30,0.0,14.0,2019-06-30,Inv 0181248,PAID,Inclusive,Website hosting,620,168.0,0.0,168.0,40b12d6d-6c88-43b9-9571-b5a717266a27
SPEND-PREPAYMENT,Studio 1,2018-08-30,0.0,14.0,2019-07-30,Inv 0181248,PAID,Inclusive,Website hosting,620,168.0,0.0,168.0,40b12d6d-6c88-43b9-9571-b5a717266a27
SPEND-PREPAYMENT,Tudor Court Services,2018-12-17,0.0,117.58,2019-01-01,Tudor Court Services - Service charge 1/1/19 - 31/12/19,PAID,NoTax,Service charge 1/1/19 - 31/12/19,620,1174.99,0.0,1174.99,03fa16e7-1aed-4e26-8ff2-3bac9a360725
SPEND-PREPAYMENT,Tudor Court Services,2018-12-17,0.0,117.49,2019-02-01,Tudor Court Services - Service charge 1/1/19 - 31/12/19,PAID,NoTax,Service charge 1/1/19 - 31/12/19,620,1174.99,0.0,1174.99,03fa16e7-1aed-4e26-8ff2-3bac9a360725
SPEND-PREPAYMENT,Tudor Court Services,2018-12-17,0.0,117.49,2019-03-01,Tudor Court Services - Service charge 1/1/19 - 31/12/19,PAID,NoTax,Service charge 1/1/19 - 31/12/19,620,1174.99,0.0,1174.99,03fa16e7-1aed-4e26-8ff2-3bac9a360725
SPEND-PREPAYMENT,Tudor Court Services,2018-12-17,0.0,117.49,2019-04-01,Tudor Court Services - Service charge 1/1/19 - 31/12/19,PAID,NoTax,Service charge 1/1/19 - 31/12/19,620,1174.99,0.0,1174.99,03fa16e7-1aed-4e26-8ff2-3bac9a360725
SPEND-PREPAYMENT,Tudor Court Services,2018-12-17,0.0,117.49,2019-05-01,Tudor Court Services - Service charge 1/1/19 - 31/12/19,PAID,NoTax,Service charge 1/1/19 - 31/12/19,620,1174.99,0.0,1174.99,03fa16e7-1aed-4e26-8ff2-3bac9a360725
SPEND-PREPAYMENT,Tudor Court Services,2018-12-17,0.0,117.49,2019-06-01,Tudor Court Services - Service charge 1/1/19 - 31/12/19,PAID,NoTax,Service charge 1/1/19 - 31/12/19,620,1174.99,0.0,1174.99,03fa16e7-1aed-4e26-8ff2-3bac9a360725
SPEND-PREPAYMENT,Tudor Court Services,2018-12-17,0.0,117.49,2019-07-01,Tudor Court Services - Service charge 1/1/19 - 31/12/19,PAID,NoTax,Service charge 1/1/19 - 31/12/19,620,1174.99,0.0,1174.99,03fa16e7-1aed-4e26-8ff2-3bac9a360725
SPEND-PREPAYMENT,Tudor Court Services,2018-12-17,0.0,117.49,2019-08-01,Tudor Court Services - Service charge 1/1/19 - 31/12/19,PAID,NoTax,Service charge 1/1/19 - 31/12/19,620,1174.99,0.0,1174.99,03fa16e7-1aed-4e26-8ff2-3bac9a360725
SPEND-PREPAYMENT,Tudor Court Services,2018-12-17,0.0,117.49,2019-09-01,Tudor Court Services - Service charge 1/1/19 - 31/12/19,PAID,NoTax,Service charge 1/1/19 - 31/12/19,620,1174.99,0.0,1174.99,03fa16e7-1aed-4e26-8ff2-3bac9a360725
SPEND-PREPAYMENT,Tudor Court Services,2018-12-17,0.0,117.49,2019-10-01,Tudor Court Services - Service charge 1/1/19 - 31/12/19,PAID,NoTax,Service charge 1/1/19 - 31/12/19,620,1174.99,0.0,1174.99,03fa16e7-1aed-4e26-8ff2-3bac9a360725
SPEND-PREPAYMENT,PRS/PPL,2018-10-31,0.0,43.47,2018-10-31,Oct 18 to Sept 19,PAID,NoTax,Music Licence both clinics,620,521.66,0.0,521.66,bdbe2632-633b-4a97-9757-8b70f1c52d8d
SPEND-PREPAYMENT,PRS/PPL,2018-10-31,0.0,43.47,2018-11-24,Oct 18 to Sept 19,PAID,NoTax,Music Licence both clinics,620,521.66,0.0,521.66,bdbe2632-633b-4a97-9757-8b70f1c52d8d
SPEND-PREPAYMENT,PRS/PPL,2018-10-31,0.0,43.47,2018-12-24,Oct 18 to Sept 19,PAID,NoTax,Music Licence both clinics,620,521.66,0.0,521.66,bdbe2632-633b-4a97-9757-8b70f1c52d8d
SPEND-PREPAYMENT,PRS/PPL,2018-10-31,0.0,43.47,2019-01-24,Oct 18 to Sept 19,PAID,NoTax,Music Licence both clinics,620,521.66,0.0,521.66,bdbe2632-633b-4a97-9757-8b70f1c52d8d
SPEND-PREPAYMENT,PRS/PPL,2018-10-31,0.0,43.47,2019-02-24,Oct 18 to Sept 19,PAID,NoTax,Music Licence both clinics,620,521.66,0.0,521.66,bdbe2632-633b-4a97-9757-8b70f1c52d8d
SPEND-PREPAYMENT,PRS/PPL,2018-10-31,0.0,43.47,2019-03-24,Oct 18 to Sept 19,PAID,NoTax,Music Licence both clinics,620,521.66,0.0,521.66,bdbe2632-633b-4a97-9757-8b70f1c52d8d
SPEND-PREPAYMENT,PRS/PPL,2018-10-31,0.0,43.47,2019-04-24,Oct 18 to Sept 19,PAID,NoTax,Music Licence both clinics,620,521.66,0.0,521.66,bdbe2632-633b-4a97-9757-8b70f1c52d8d
SPEND-PREPAYMENT,PRS/PPL,2018-10-31,0.0,43.47,2019-05-24,Oct 18 to Sept 19,PAID,NoTax,Music Licence both clinics,620,521.66,0.0,521.66,bdbe2632-633b-4a97-9757-8b70f1c52d8d
SPEND-PREPAYMENT,PRS/PPL,2018-10-31,0.0,43.47,2019-06-24,Oct 18 to Sept 19,PAID,NoTax,Music Licence both clinics,620,521.66,0.0,521.66,bdbe2632-633b-4a97-9757-8b70f1c52d8d
SPEND-PREPAYMENT,PRS/PPL,2018-10-31,0.0,43.47,2019-07-24,Oct 18 to Sept 19,PAID,NoTax,Music Licence both clinics,620,521.66,0.0,521.66,bdbe2632-633b-4a97-9757-8b70f1c52d8d
SPEND-PREPAYMENT,PRS/PPL,2018-10-31,0.0,43.47,2019-08-24,Oct 18 to Sept 19,PAID,NoTax,Music Licence both clinics,620,521.66,0.0,521.66,bdbe2632-633b-4a97-9757-8b70f1c52d8d
SPEND-PREPAYMENT,PRS/PPL,2018-10-31,0.0,43.49,2019-09-24,Oct 18 to Sept 19,PAID,NoTax,Music Licence both clinics,620,521.66,0.0,521.66,bdbe2632-633b-4a97-9757-8b70f1c52d8d
SPEND-PREPAYMENT,MACP,2018-11-07,0.0,6.63,2018-11-07,Sam MACP membership,PAID,NoTax,MACP Membership Sam,620,80.0,0.0,80.0,d4fdaf1d-b7ac-4270-86c9-66923f96e546
SPEND-PREPAYMENT,MACP,2018-11-07,0.0,6.67,2018-12-07,Sam - MACP Membership,PAID,NoTax,MACP Membership Sam,620,80.0,0.0,80.0,d4fdaf1d-b7ac-4270-86c9-66923f96e546
SPEND-PREPAYMENT,MACP,2018-11-07,0.0,6.67,2019-01-07,Sam - MACP Membership,PAID,NoTax,MACP Membership Sam,620,80.0,0.0,80.0,d4fdaf1d-b7ac-4270-86c9-66923f96e546
SPEND-PREPAYMENT,MACP,2018-11-07,0.0,6.67,2019-02-07,Sam - MACP Membership,PAID,NoTax,MACP Membership Sam,620,80.0,0.0,80.0,d4fdaf1d-b7ac-4270-86c9-66923f96e546
SPEND-PREPAYMENT,MACP,2018-11-07,0.0,6.67,2019-03-07,Sam - MACP Membership,PAID,NoTax,MACP Membership Sam,620,80.0,0.0,80.0,d4fdaf1d-b7ac-4270-86c9-66923f96e546
SPEND-PREPAYMENT,MACP,2018-11-07,0.0,6.67,2019-04-07,Sam - MACP Membership,PAID,NoTax,MACP Membership Sam,620,80.0,0.0,80.0,d4fdaf1d-b7ac-4270-86c9-66923f96e546
SPEND-PREPAYMENT,MACP,2018-11-07,0.0,6.67,2019-05-07,Sam - MACP Membership,PAID,NoTax,MACP Membership Sam,620,80.0,0.0,80.0,d4fdaf1d-b7ac-4270-86c9-66923f96e546
SPEND-PREPAYMENT,MACP,2018-11-07,0.0,6.67,2019-06-07,Sam - MACP Membership,PAID,NoTax,MACP Membership Sam,620,80.0,0.0,80.0,d4fdaf1d-b7ac-4270-86c9-66923f96e546
SPEND-PREPAYMENT,MACP,2018-11-07,0.0,6.67,2019-07-07,Sam - MACP Membership,PAID,NoTax,MACP Membership Sam,620,80.0,0.0,80.0,d4fdaf1d-b7ac-4270-86c9-66923f96e546
SPEND-PREPAYMENT,MACP,2018-11-07,0.0,6.67,2019-08-07,Sam - MACP Membership,PAID,NoTax,MACP Membership Sam,620,80.0,0.0,80.0,d4fdaf1d-b7ac-4270-86c9-66923f96e546
SPEND-PREPAYMENT,MACP,2018-11-07,0.0,6.67,2019-09-07,Sam - MACP Membership,PAID,NoTax,MACP Membership Sam,620,80.0,0.0,80.0,d4fdaf1d-b7ac-4270-86c9-66923f96e546
SPEND-PREPAYMENT,MACP,2018-11-07,0.0,6.67,2019-10-07,Sam - MACP Membership,PAID,NoTax,MACP Membership Sam,620,80.0,0.0,80.0,d4fdaf1d-b7ac-4270-86c9-66923f96e546
SPEND-PREPAYMENT,Graybrook Insurance,2018-11-15,0.0,14.74,2018-11-15,Management Liability Insurance,PAID,NoTax,Management Liability Insurance,620,176.0,0.0,176.0,d4482cd8-1465-48e6-84a2-206decf2faa3
SPEND-PREPAYMENT,Graybrook Insurance,2018-11-15,0.0,14.66,2018-12-15,Management Liability Insurance,PAID,NoTax,Management Liability Insurance,620,176.0,0.0,176.0,d4482cd8-1465-48e6-84a2-206decf2faa3
SPEND-PREPAYMENT,Graybrook Insurance,2018-11-15,0.0,14.66,2019-01-15,Management Liability Insurance,PAID,NoTax,Management Liability Insurance,620,176.0,0.0,176.0,d4482cd8-1465-48e6-84a2-206decf2faa3
SPEND-PREPAYMENT,Graybrook Insurance,2018-11-15,0.0,14.66,2019-02-15,Management Liability Insurance,PAID,NoTax,Management Liability Insurance,620,176.0,0.0,176.0,d4482cd8-1465-48e6-84a2-206decf2faa3
SPEND-PREPAYMENT,Graybrook Insurance,2018-11-15,0.0,14.66,2019-03-15,Management Liability Insurance,PAID,NoTax,Management Liability Insurance,620,176.0,0.0,176.0,d4482cd8-1465-48e6-84a2-206decf2faa3
SPEND-PREPAYMENT,Graybrook Insurance,2018-11-15,0.0,14.66,2019-04-15,Management Liability Insurance,PAID,NoTax,Management Liability Insurance,620,176.0,0.0,176.0,d4482cd8-1465-48e6-84a2-206decf2faa3
SPEND-PREPAYMENT,Graybrook Insurance,2018-11-15,0.0,14.66,2019-05-15,Management Liability Insurance,PAID,NoTax,Management Liability Insurance,620,176.0,0.0,176.0,d4482cd8-1465-48e6-84a2-206decf2faa3
SPEND-PREPAYMENT,Graybrook Insurance,2018-11-15,0.0,14.66,2019-06-15,Management Liability Insurance,PAID,NoTax,Management Liability Insurance,620,176.0,0.0,176.0,d4482cd8-1465-48e6-84a2-206decf2faa3
SPEND-PREPAYMENT,Graybrook Insurance,2018-11-15,0.0,14.66,2019-07-15,Management Liability Insurance,PAID,NoTax,Management Liability Insurance,620,176.0,0.0,176.0,d4482cd8-1465-48e6-84a2-206decf2faa3
SPEND-PREPAYMENT,Graybrook Insurance,2018-11-15,0.0,14.66,2019-08-15,Management Liability Insurance,PAID,NoTax,Management Liability Insurance,620,176.0,0.0,176.0,d4482cd8-1465-48e6-84a2-206decf2faa3
SPEND-PREPAYMENT,Graybrook Insurance,2018-11-15,0.0,14.66,2019-09-15,Management Liability Insurance,PAID,NoTax,Management Liability Insurance,620,176.0,0.0,176.0,d4482cd8-1465-48e6-84a2-206decf2faa3
SPEND-PREPAYMENT,Graybrook Insurance,2018-11-15,0.0,14.66,2019-10-15,Management Liability Insurance,PAID,NoTax,Management Liability Insurance,620,176.0,0.0,176.0,d4482cd8-1465-48e6-84a2-206decf2faa3
SPEND-PREPAYMENT,DLT Magazines,2018-10-18,0.0,17.99,2018-12-14,Clinic Magazines,PAID,NoTax,Wootton Magazines,620,215.88,0.0,215.88,325723bb-a5f9-4390-800f-5080b09b3fc6
SPEND-PREPAYMENT,DLT Magazines,2018-10-18,0.0,17.99,2019-01-14,Clinic Magazines,PAID,NoTax,Wootton Magazines,620,215.88,0.0,215.88,325723bb-a5f9-4390-800f-5080b09b3fc6
SPEND-PREPAYMENT,DLT Magazines,2018-10-18,0.0,17.99,2019-02-14,Clinic Magazines,PAID,NoTax,Wootton Magazines,620,215.88,0.0,215.88,325723bb-a5f9-4390-800f-5080b09b3fc6
SPEND-PREPAYMENT,DLT Magazines,2018-10-18,0.0,17.99,2019-03-14,Clinic Magazines,PAID,NoTax,Wootton Magazines,620,215.88,0.0,215.88,325723bb-a5f9-4390-800f-5080b09b3fc6
SPEND-PREPAYMENT,DLT Magazines,2018-10-18,0.0,17.99,2019-04-01,Moulton,PAID,NoTax,Wootton Magazines,620,215.88,0.0,215.88,325723bb-a5f9-4390-800f-5080b09b3fc6
SPEND-PREPAYMENT,DLT Magazines,2018-10-18,0.0,17.99,2019-05-14,Clinic Magazines,PAID,NoTax,Wootton Magazines,620,215.88,0.0,215.88,325723bb-a5f9-4390-800f-5080b09b3fc6
SPEND-PREPAYMENT,DLT Magazines,2018-10-18,0.0,17.99,2019-06-14,Clinic Magazines,PAID,NoTax,Wootton Magazines,620,215.88,0.0,215.88,325723bb-a5f9-4390-800f-5080b09b3fc6
SPEND-PREPAYMENT,DLT Magazines,2018-10-18,0.0,17.99,2019-07-14,Clinic Magazines,PAID,NoTax,Wootton Magazines,620,215.88,0.0,215.88,325723bb-a5f9-4390-800f-5080b09b3fc6
SPEND-PREPAYMENT,DLT Magazines,2018-10-18,0.0,17.99,2019-08-14,Clinic Magazines,PAID,NoTax,Wootton Magazines,620,215.88,0.0,215.88,325723bb-a5f9-4390-800f-5080b09b3fc6
SPEND-PREPAYMENT,DLT Magazines,2018-10-18,0.0,17.99,2019-09-14,Clinic Magazines,PAID,NoTax,Wootton Magazines,620,215.88,0.0,215.88,325723bb-a5f9-4390-800f-5080b09b3fc6
SPEND-PREPAYMENT,DLT Magazines,2018-10-18,0.0,17.99,2019-10-14,Clinic Magazines,PAID,NoTax,Wootton Magazines,620,215.88,0.0,215.88,325723bb-a5f9-4390-800f-5080b09b3fc6
SPEND-PREPAYMENT,DLT Magazines,2018-10-18,0.0,17.99,2019-11-14,Clinic Magazines,PAID,NoTax,Wootton Magazines,620,215.88,0.0,215.88,325723bb-a5f9-4390-800f-5080b09b3fc6
SPEND-PREPAYMENT,DLT Magazines,2018-10-18,0.0,17.99,2018-12-01,Moulton,PAID,NoTax,Moulton Magazines,620,215.88,0.0,215.88,cb038b4b-affb-419a-bbba-a39b69ae25c2
SPEND-PREPAYMENT,DLT Magazines,2018-10-18,0.0,17.99,2019-01-01,Moulton,PAID,NoTax,Moulton Magazines,620,215.88,0.0,215.88,cb038b4b-affb-419a-bbba-a39b69ae25c2
SPEND-PREPAYMENT,DLT Magazines,2018-10-18,0.0,17.99,2019-02-01,Moulton,PAID,NoTax,Moulton Magazines,620,215.88,0.0,215.88,cb038b4b-affb-419a-bbba-a39b69ae25c2
SPEND-PREPAYMENT,DLT Magazines,2018-10-18,0.0,17.99,2019-03-01,Moulton,PAID,NoTax,Moulton Magazines,620,215.88,0.0,215.88,cb038b4b-affb-419a-bbba-a39b69ae25c2
SPEND-PREPAYMENT,DLT Magazines,2018-10-18,0.0,17.99,2019-04-14,Clinic Magazines,PAID,NoTax,Moulton Magazines,620,215.88,0.0,215.88,cb038b4b-affb-419a-bbba-a39b69ae25c2
SPEND-PREPAYMENT,DLT Magazines,2018-10-18,0.0,17.99,2019-05-01,Moulton,PAID,NoTax,Moulton Magazines,620,215.88,0.0,215.88,cb038b4b-affb-419a-bbba-a39b69ae25c2
SPEND-PREPAYMENT,DLT Magazines,2018-10-18,0.0,17.99,2019-06-01,Moulton,PAID,NoTax,Moulton Magazines,620,215.88,0.0,215.88,cb038b4b-affb-419a-bbba-a39b69ae25c2
SPEND-PREPAYMENT,DLT Magazines,2018-10-18,0.0,17.99,2019-07-01,Moulton,PAID,NoTax,Moulton Magazines,620,215.88,0.0,215.88,cb038b4b-affb-419a-bbba-a39b69ae25c2
